note	37.5	0.5	70	73
note	37.5	0.5	58	45
note	37.5	0.5	62	50
note	38	0.75	70	90
note	38.75	0.25	79	88
note	39	0.5	80	80
note	39.5	0.5	56	36
note	39.5	0.5	58	39
note	39.5	0.75	72	68
note	40.25	0.25	74	63
note	40	0.5	58	44
note	40	0.5	56	40
note	39	1.5	53	52
note	40.5	0.5	75	74
note	41	0.25	67	46
note	41.25	0.25	72	48
note	41	0.5	55	40
note	41	0.5	58	43
note	41.5	0.25	67	59
note	41.75	0.25	72	63
note	41.5	0.5	55	41
note	41.5	0.5	58	41
note	40.5	1.5	51	49
note	42	0.5	74	72
note	42.5	0.25	68	47
note	42.75	0.25	74	46
note	42.5	0.5	56	34
note	42.5	0.5	58	38
note	43	0.25	68	53
note	43.25	0.25	74	62
note	43	0.5	56	35
note	43	0.5	58	44
note	42	1.5	46	60
note	43.5	0.5	70	66
note	44	0.5	55	41
note	44	0.5	58	42
note	44	0.75	70	89
note	44.75	0.25	79	70
note	44.5	0.5	55	39
note	44.5	0.5	58	35
note	43.5	1.5	51	54
note	45	0.5	80	104
note	45.5	0.5	56	33
note	45.5	0.5	58	40
note	45.5	0.75	72	82
note	46.25	0.25	74	75
note	46	0.5	56	42
note	46	0.5	58	49
note	45	1.5	53	49
note	46.5	0.5	75	59
note	46.5	0.5	55	39
note	46.5	0.5	58	45
note	46.5	0.5	51	45
note	47	0.25	67	71
note	47.25	0.25	68	53
note	47.5	0.25	70	73
note	47.75	0.25	71	67
note	48	0.5	72	72
note	48	0.5	48	36
note	48	0.5	44	42
note	48	0.5	53	49
note	48.5	0.25	70	91
note	48.75	0.25	71	61
note	49	0.25	73	91
note	49.25	0.25	74	76
note	49	0.5	46	49
note	49	0.5	53	42
note	49	0.5	56	44
note	49.5	0.5	75	85
note	49.5	0.5	51	38
note	49.5	0.5	55	40
note	49.5	0.5	58	44
note	50	0.25	75	70
note	50.25	0.25	74	66
note	50	0.5	48	45
note	50	0.5	55	48
note	50.5	0.25	75	68
note	50.75	0.25	77	78
note	50.5	0.5	48	43
note	50.5	0.5	55	40
note	51	0.5	79	75
note	51	0.5	48	45
note	51	0.5	55	53
note	51.5	0.5	72	75
note	51.5	0.5	55	44
note	51.5	0.5	48	39
note	52	0.5	75	61
note	52	0.5	48	37
note	52	0.5	55	43
note	52.5	0.5	71	76
note	52.5	0.5	55	43
note	52.5	0.5	48	44
note	53	0.5	74	60
note	53	0.5	55	39
note	53	0.5	48	33
note	53.5	0.5	68	77
note	53.5	0.5	55	41
note	53.5	0.5	48	41
note	54	0.5	71	67
note	54	0.5	48	42
note	54	0.5	55	52
note	54.5	0.5	65	65
note	54.5	0.5	48	39
note	54.5	0.5	55	40
note	55	0.5	68	63
note	55	0.5	48	36
note	55	0.5	55	42
note	55.5	0.5	63	50
note	55.5	0.5	67	56
note	55.5	0.5	55	55
note	55.5	0.5	48	44
note	56	0.25	75	71
note	56.25	0.25	74	75
note	56	0.5	55	43
note	56	0.5	48	39
note	56.5	0.25	75	80
note	56.75	0.25	77	76
note	56.5	0.5	48	36
note	56.5	0.5	55	42
note	57	0.5	79	70
note	57	0.5	48	42
note	57	0.5	55	56
note	57.5	0.5	72	83
note	57.5	0.5	48	38
note	57.5	0.5	55	41
note	58	0.5	75	65
note	58	0.5	55	38
note	58	0.5	48	36
note	58.5	0.5	71	70
note	58.5	0.5	48	44
note	58.5	0.5	55	49
note	59	0.5	74	68
note	59	0.5	48	35
note	59	0.5	55	40
note	59.5	0.5	68	64
note	59.5	0.5	48	39
note	59.5	0.5	55	42
note	60	0.5	71	67
note	60	0.5	48	49
note	60	0.5	55	57
note	60.5	0.5	48	42
note	60.5	0.5	55	48
note	60.5	0.75	67	50
note	60.5	0.75	71	83
note	61.25	0.25	65	50
note	61	0.5	55	42
note	61	0.5	48	40
note	61.5	0.5	63	70
note	61.5	0.5	55	48
note	61.5	0.5	48	46
note	62	0.25	75	63
note	62.25	0.25	74	70
note	62	0.5	48	40
note	62	0.5	55	40
note	62.5	0.25	75	84
note	62.75	0.25	77	68
note	62.5	0.5	48	38
note	62.5	0.5	55	46
note	63	0.5	79	87
note	63	0.5	55	49
note	63	0.5	48	46
note	63.5	0.5	72	63
note	63.5	0.5	48	34
note	63.5	0.5	55	39
note	64	0.5	75	67
note	64	0.5	48	37
note	64	0.5	55	41
note	64.5	0.5	71	79
note	64.5	0.5	48	44
note	64.5	0.5	55	52
note	65	0.5	74	72
note	65	0.5	48	42
note	65	0.5	55	44
note	65.5	0.5	68	70
note	65.5	0.5	55	43
note	65.5	0.5	48	37
note	66	0.5	71	59
note	66	0.5	48	43
note	66	0.5	55	50
note	66.5	0.5	65	70
note	66.5	0.5	48	31
note	66.5	0.5	55	43
note	67	0.5	68	57
note	67	0.5	48	35
note	67	0.5	55	43
note	67.5	0.5	63	52
note	67.5	0.5	67	58
note	67.5	0.5	48	49
note	67.5	0.5	55	52
note	68	0.25	75	69
note	68.25	0.25	74	59
note	68	0.5	48	39
note	68	0.5	55	43
note	68.5	0.25	75	84
note	68.75	0.25	77	79
note	68.5	0.5	48	43
note	68.5	0.5	55	42
note	69	0.5	79	81
note	69	0.5	48	45
note	69	0.5	55	60
note	69.5	0.5	72	87
note	69.5	0.5	48	35
note	69.5	0.5	55	40
note	70	0.5	75	65
note	70	0.5	55	40
note	70	0.5	48	36
note	70.5	0.5	71	75
note	70.5	0.5	48	53
note	70.5	0.5	55	55
note	71	0.5	74	70
note	71	0.5	55	41
note	71	0.5	48	37
note	71.5	0.5	68	55
note	71.5	0.5	48	41
note	71.5	0.5	55	48
note	72	0.5	71	61
note	72	0.5	48	43
note	72	0.5	55	56
note	72.5	0.5	67	51
note	72.5	0.5	71	66
note	72.5	0.5	48	40
note	72.5	0.5	55	46
note	73	0.5	65	64
note	73	0.5	55	41
note	73	0.5	48	36
note	73.5	0.5	63	65
note	73.5	0.5	48	40
note	73.5	0.5	55	53
note	74	0.25	67	63
note	74.25	0.25	66	47
note	74.5	0.25	67	71
note	74.75	0.25	71	60
note	74.5	0.5	55	42
note	74.5	0.5	62	49
note	75	0.5	72	70
note	75	0.5	63	41
note	75	0.5	60	42
note	75.5	0.25	67	55
note	75.75	0.25	66	47
note	76	0.25	67	59
note	76.25	0.25	71	47
note	76	0.5	55	36
note	76	0.5	62	39
note	76.5	0.5	72	58
note	76.5	0.5	60	32
note	76.5	0.5	63	36
note	77	0.25	67	49
note	77.25	0.25	66	47
note	77.5	0.25	67	49
note	77.75	0.25	71	48
note	77.5	0.5	55	33
note	77.5	0.5	62	34
note	78	0.5	72	56
note	78	0.5	63	35
note	78	0.5	60	36
note	78.5	0.75	67	75
note	79.25	0.25	68	55
note	79.5	0.5	70	66
note	79.5	0.5	51	42
note	80	0.5	55	26
note	80	0.5	58	30
note	80	0.5	63	32
note	80	0.75	72	75
note	80.75	0.25	74	63
note	80.5	0.5	55	28
note	80.5	0.5	63	41
note	80.5	0.5	58	38
note	81	0.5	77	77
note	81	0.5	51	44
note	81.5	0.5	54	18
note	81.5	0.5	63	35
note	81.5	0.5	57	41
note	81.5	0.75	75	67
note	82.25	0.25	72	65
note	82	0.5	63	39
note	82	0.5	54	21
note	82	0.5	57	45
note	82.5	0.5	51	48
note	83	0.5	55	25
note	83	0.5	58	37
note	83	0.5	63	39
note	82.5	1.5	70	69
note	83.5	0.5	55	32
note	83.5	0.5	58	43
note	83.5	0.5	63	45
note	84	0.5	48	51
note	84.5	0.5	55	29
note	84.5	0.5	64	35
note	84.5	0.5	60	44
note	84.5	0.75	72	73
note	85.25	0.25	67	63
note	85	0.5	55	32
note	85	0.5	64	37
note	85	0.5	60	44
note	85.5	0.5	53	46
note	85.5	1	70	62
note	86	0.5	56	40
note	86	0.5	60	35
note	86	0.5	65	36
note	86.5	0.5	68	72
note	86.5	0.5	56	34
note	86.5	0.5	60	39
note	86.5	0.5	65	35
note	87	0.5	46	51
note	87.5	0.5	53	24
note	87.5	0.5	62	37
note	87.5	0.5	58	36
note	87.5	0.75	70	72
note	88.25	0.25	65	63
note	88	0.5	53	23
note	88	0.5	62	40
note	88	0.5	58	40
note	88.5	0.5	51	54
note	88.5	1	68	69
note	89	0.5	55	26
note	89	0.5	58	43
note	89	0.5	63	35
note	89.5	0.5	67	63
note	89.5	0.5	55	28
note	89.5	0.5	58	37
note	89.5	0.5	63	27
note	90	0.5	51	52
note	90.5	0.5	55	18
note	90.5	0.5	63	32
note	90.5	0.5	58	34
note	90.5	0.75	67	63
note	91.25	0.25	68	59
note	91	0.5	55	29
note	91	0.5	58	39
note	91	0.5	63	37
note	91.5	0.5	70	75
note	91.5	0.5	51	45
note	92	0.5	55	29
note	92	0.5	63	34
note	92	0.5	58	39
note	92	0.75	72	78
note	92.75	0.25	74	73
note	92.5	0.5	55	31
note	92.5	0.5	63	36
note	92.5	0.5	58	39
note	93	0.5	77	76
note	93	0.5	51	44
note	93.5	0.5	54	22
note	93.5	0.5	63	34
note	93.5	0.5	57	38
note	93.5	0.75	75	75
note	94.25	0.25	72	68
note	94	0.5	54	24
note	94	0.5	63	37
note	94	0.5	57	44
note	94.5	0.5	51	62
note	95	0.5	55	26
note	95	0.5	58	41
note	95	0.5	63	38
note	94.5	1.5	70	80
note	95.5	0.5	55	25
note	95.5	0.5	58	39
note	95.5	0.5	63	40
note	96	0.5	51	45
note	96.5	0.5	61	37
note	96.5	0.5	55	30
note	96.5	0.5	58	41
note	96.5	0.75	69	69
note	97.25	0.25	67	68
note	97	0.5	55	26
note	97	0.5	61	39
note	97	0.5	58	38
note	97.5	0.5	50	55
note	97.5	1	74	79
note	98	0.5	62	36
note	98	0.5	57	25
note	98	0.5	60	41
note	98.5	0.5	66	57
note	98.5	0.5	62	46
note	98.5	0.5	57	28
note	98.5	0.5	60	41
note	99	0.5	50	45
note	99.5	0.5	57	26
note	99.5	0.5	60	35
note	99.5	0.5	62	33
note	99.5	0.75	64	68
note	100.25	0.25	66	71
note	100	0.5	60	30
note	100	0.5	57	22
note	100	0.5	62	39
note	100.5	0.5	55	55
note	100.5	1	66	70
note	101	0.5	58	33
note	101	0.5	62	41
note	101.5	0.5	67	76
note	101.5	0.5	58	34
note	101.5	0.5	62	40
note	102	0.5	58	36
note	102	0.5	62	41
note	102.5	0.75	70	70
note	103.25	0.25	79	83
note	103.5	0.5	80	88
note	104	0.5	58	41
note	104	0.5	56	29
note	104	0.75	72	75
note	104.75	0.25	74	72
note	104.5	0.5	56	33
note	104.5	0.5	58	37
note	103.5	1.5	53	52
note	105	0.5	75	78
note	105.5	0.25	67	48
note	105.75	0.25	72	68
note	105.5	0.5	55	39
note	105.5	0.5	58	39
note	106	0.25	67	46
note	106.25	0.25	72	64
note	106	0.5	55	36
note	106	0.5	58	34
note	105	1.5	51	52
note	106.5	0.5	74	87
note	107	0.25	68	60
note	107.25	0.25	74	47
note	107	0.5	56	30
note	107	0.5	58	38
note	107.5	0.25	68	52
note	107.75	0.25	74	67
note	107.5	0.5	58	43
note	107.5	0.5	56	34
note	106.5	1.5	46	59
note	108	0.5	70	59
note	108.5	0.5	55	36
note	108.5	0.5	58	41
note	108.5	0.75	70	90
note	109.25	0.25	79	78
note	109	0.5	55	31
note	109	0.5	58	34
note	108	1.5	51	45
note	109.5	0.5	80	91
note	110	0.5	56	32
note	110	0.5	58	41
note	110	0.75	72	64
note	110.75	0.25	74	71
note	110.5	0.5	58	32
note	110.5	0.5	56	38
note	109.5	1.5	53	56
note	111	0.5	75	70
note	111	0.5	55	44
note	111	0.5	51	44
note	111	0.5	58	38
note	111.5	0.25	75	66
note	111.75	0.25	74	49
note	112	0.25	72	70
note	112.25	0.25	70	55
note	112.5	0.5	69	62
note	112.5	0.5	53	39
note	112.5	0.5	60	39
note	112.5	0.5	63	48
note	113	0.25	77	87
note	113.25	0.25	75	59
note	113.5	0.25	74	59
note	113.75	0.25	72	66
note	114	0.5	70	62
note	114	0.5	58	45
note	114	0.5	62	47
note	114.5	0.75	70	84
note	115.25	0.25	79	76
note	115.5	0.5	80	80
note	116	0.5	56	32
note	116	0.5	58	44
note	116	0.75	72	80
note	116.75	0.25	74	71
note	116.5	0.5	58	41
note	116.5	0.5	56	37
note	115.5	1.5	53	55
note	117	0.5	75	71
note	117.5	0.25	67	52
note	117.75	0.25	72	62
note	117.5	0.5	55	40
note	117.5	0.5	58	44
note	118	0.25	67	47
note	118.25	0.25	72	71
note	118	0.5	55	35
note	118	0.5	58	30
note	117	1.5	51	56
note	118.5	0.5	74	71
note	119	0.25	68	54
note	119.25	0.25	74	51
note	119	0.5	56	31
note	119	0.5	58	33
note	119.5	0.25	68	66
note	119.75	0.25	74	52
note	119.5	0.5	58	37
note	119.5	0.5	56	33
note	118.5	1.5	46	62
note	120	0.5	70	73
note	120.5	0.5	55	36
note	120.5	0.5	58	38
note	120.5	0.75	70	64
note	121.25	0.25	79	82
note	121	0.5	55	36
note	121	0.5	58	33
note	120	1.5	51	53
note	121.5	0.5	80	87
note	122	0.5	56	31
note	122	0.5	58	38
note	122	0.75	72	75
note	122.75	0.25	74	71
note	122.5	0.5	56	39
note	122.5	0.5	58	39
note	121.5	1.5	53	57
note	123	0.5	75	84
note	123	0.5	55	43
note	123	0.5	51	45
note	123	0.5	58	42
note	123.5	0.25	67	63
note	123.75	0.25	68	54
note	124	0.25	70	83
note	124.25	0.25	71	80
note	124.5	0.5	72	78
note	124.5	0.5	48	40
note	124.5	0.5	44	44
note	124.5	0.5	53	44
note	125	0.25	71	63
note	125.25	0.25	72	82
note	125.5	0.25	73	81
note	125.75	0.25	74	72
note	125.5	0.5	53	41
note	125.5	0.5	56	40
note	125.5	0.5	46	54
note	126	1.5	75	84
note	126	1.5	55	37
note	126	1.5	51	39
note	126	1.5	58	45
